CL,Descriptive_JobTitle,skills,primary skills,business_type,req_type,priority,Rec_Status,req_category,HSU,Assigned_HSU,rec_city,positions,Unresponded_Pos_Opcl,Unresponded_Pos_Hold,rejections,max submission,submissions,hits,hires,Sourced,Rec_location,Metro_Area,Total_starts,Total_hires,Total_perm_hires,Total_perm_starts,BD,CLis_missing,Descriptive_JobTitleis_missing,skillsis_missing,primary skillsis_missing,business_typeis_missing,req_typeis_missing,priorityis_missing,Rec_Statusis_missing,req_categoryis_missing,HSUis_missing,Assigned_HSUis_missing,rec_cityis_missing,Rec_locationis_missing,Metro_Areais_missing
4,4145,14686,81,2,4,6,3,1,14,1,102,1,0,0,0,2,3,1,0,3,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,5906,4243,162,2,4,6,3,1,4,2,373,1,0,0,0,2,1,0,0,5,36,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,5730,4293,1974,2,4,4,3,1,17,1,99,1,0,0,0,2,1,0,0,3,5,127,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,1253,14431,78,2,4,4,3,1,6,1,17,1,0,0,1,2,2,1,1,3,15,8,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,4172,1476,1735,2,1,8,3,1,14,1,99,1,0,0,1,2,3,1,0,4,5,127,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,4172,3865,1254,2,4,6,3,1,14,1,435,1,0,0,1,2,2,1,0,4,37,136,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,3548,6803,1277,2,1,2,3,1,12,1,498,1,0,0,0,2,1,1,0,1,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,2027,12731,1277,2,1,2,5,1,12,1,43,1,0,0,1,2,1,1,1,3,54,161,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,6394,3551,637,2,1,5,3,1,12,1,470,1,0,0,0,2,1,0,0,2,30,173,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,6828,621,454,2,4,6,4,1,6,2,370,1,0,0,0,2,1,0,0,2,56,121,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,6218,12834,1277,2,1,2,1,1,14,1,366,1,0,0,3,2,4,1,0,7,54,160,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,5869,13089,61,2,1,5,1,1,12,1,248,1,0,0,0,2,3,2,0,9,50,73,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1640,10939,630,2,4,4,3,1,4,2,484,1,0,0,0,2,3,0,0,7,9,157,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,388,1876,580,2,4,4,1,1,9,2,420,1,0,0,0,2,2,0,0,2,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,4172,15509,1927,3,1,8,3,1,14,2,102,1,0,0,0,2,1,1,0,2,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,6652,15883,681,2,4,6,3,1,12,1,413,1,0,0,0,2,2,0,0,1,34,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4145,14137,297,2,4,6,3,1,14,2,145,1,0,0,0,2,2,0,0,5,10,49,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,2823,13493,580,2,4,4,3,1,6,1,588,1,0,0,0,2,3,0,0,3,36,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1893,4519,351,2,1,2,3,1,12,1,102,1,0,0,0,2,4,1,0,3,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,7007,8635,495,2,4,6,4,1,6,1,485,1,0,0,1,2,6,2,0,4,9,158,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1691,9202,580,2,4,4,3,1,9,1,33,1,0,0,0,2,1,0,0,1,50,11,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,790,15105,912,3,7,8,3,1,14,1,535,1,0,0,0,0,2,1,0,6,5,127,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,114,15965,1974,2,4,4,1,1,12,1,102,1,0,0,0,2,0,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1545,1226,743,2,4,6,1,1,12,1,264,1,0,0,0,2,3,0,0,4,34,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2298,12805,743,2,4,6,1,1,13,2,484,1,0,0,0,2,5,0,0,5,9,157,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2894,9494,577,2,1,2,1,1,9,2,109,1,0,0,3,2,4,0,0,14,17,173,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,5406,16183,1589,2,1,5,1,1,8,2,29,2,0,0,0,2,4,0,0,6,15,8,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,5152,5814,81,2,4,6,1,1,14,1,102,1,0,0,0,2,0,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1086,9908,81,2,4,4,1,1,14,1,102,2,0,0,0,4,2,0,0,3,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,5421,6526,577,2,4,6,9,1,9,1,38,2,0,0,0,2,2,0,0,4,34,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,5182,16394,149,2,7,2,1,1,14,2,102,1,0,0,0,2,7,0,0,7,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,2978,8154,1589,2,7,2,1,1,9,2,47,1,0,0,1,2,2,1,0,2,6,59,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,6787,4589,495,2,4,6,3,1,6,1,365,1,1,0,0,2,0,0,0,0,9,158,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1675,15009,739,3,7,8,3,1,9,2,257,1,0,0,0,2,2,0,0,2,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,5152,14576,385,3,1,4,3,1,14,1,219,1,0,0,0,2,5,1,0,5,10,49,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,7433,8944,2089,2,7,2,3,1,19,2,29,1,0,0,2,2,4,2,1,11,15,8,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,1675,15279,263,3,4,1,5,1,12,1,354,1,0,0,1,2,3,1,1,4,39,112,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4484,13046,1277,2,7,2,3,1,12,1,498,1,0,0,0,2,3,0,0,4,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,3024,6326,577,3,1,1,3,1,9,1,533,2,0,0,0,2,4,0,0,4,14,178,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4289,16051,1321,2,4,4,3,1,9,1,328,1,1,0,0,2,0,0,0,1,53,195,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,2279,3589,454,3,4,6,5,1,6,2,132,1,0,0,1,2,5,1,0,4,9,158,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,2683,7445,385,2,4,6,1,1,12,1,528,1,0,0,0,2,2,1,0,2,9,158,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4979,3626,708,2,4,4,3,1,17,1,482,1,1,0,0,2,0,0,0,1,9,155,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4469,10312,1277,2,4,4,3,1,12,1,498,3,3,0,0,6,0,0,0,1,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,6456,12520,577,2,4,4,1,1,9,2,398,1,0,0,0,2,0,0,0,0,31,118,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,2301,14154,1277,2,8,4,4,1,12,1,87,1,0,0,0,2,1,0,0,1,4,112,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,5152,13038,81,3,1,5,3,1,14,1,248,1,0,0,0,2,2,0,0,3,50,73,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,4172,16708,1822,3,4,6,9,1,14,2,102,3,0,0,0,6,1,0,0,1,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1208,163,1638,2,1,2,3,1,9,2,150,1,0,0,0,2,5,2,0,8,27,52,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,5020,3546,577,2,4,4,1,1,9,2,601,1,0,0,0,2,0,0,0,2,9,90,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1132,471,1447,2,4,6,3,1,4,2,43,1,0,0,0,2,2,0,0,2,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,2919,4673,577,2,7,8,3,1,9,2,137,1,0,0,0,2,2,1,0,2,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,790,9981,81,2,4,6,3,1,12,1,533,2,0,0,0,2,4,0,0,2,14,178,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,790,10630,1416,2,4,4,3,1,14,2,102,1,0,0,0,2,2,0,0,4,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2894,13674,577,2,1,8,1,1,9,2,102,1,0,0,2,2,4,1,0,4,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,5151,12552,1416,2,1,5,3,1,14,2,484,1,0,0,1,2,10,7,0,4,9,157,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4172,11645,1448,2,4,4,5,1,14,1,29,1,0,0,0,2,1,0,0,2,15,8,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,6085,6308,385,2,7,4,5,1,12,1,470,1,0,0,1,2,6,1,1,7,30,173,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4991,14520,385,2,4,6,1,1,12,1,350,1,0,0,0,2,1,0,0,1,28,104,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1803,2904,454,3,1,8,3,1,6,1,484,1,0,0,0,2,8,0,0,10,9,157,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,4172,8995,1416,2,4,6,1,1,14,2,102,1,0,0,0,2,1,0,0,3,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,1194,6545,1416,2,4,6,1,1,4,1,498,2,0,0,0,2,3,0,0,3,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,7301,13511,1638,2,4,6,1,1,11,1,328,3,0,0,0,2,4,0,0,4,53,195,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,295,10989,487,2,4,6,1,1,12,1,257,1,0,0,0,2,0,0,0,0,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4599,1540,385,2,1,4,5,1,16,1,500,1,0,0,0,2,2,0,0,2,34,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,2277,2993,454,2,4,6,1,1,6,1,262,1,0,0,0,2,1,0,0,1,27,75,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,6449,13723,577,2,4,6,1,1,9,1,257,1,0,0,0,2,0,0,0,0,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,5099,8464,2047,2,4,4,3,1,18,2,351,1,0,0,0,2,1,0,0,14,28,104,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,688,13470,1416,2,4,4,1,1,14,1,99,1,0,0,0,2,0,0,0,0,5,127,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,6790,959,580,2,4,6,1,1,11,2,102,1,0,0,0,2,1,0,0,1,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,6844,12376,1638,1,1,5,5,1,6,1,484,1,0,0,0,2,8,1,0,3,9,157,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,2894,7047,577,2,4,4,1,1,9,2,528,1,0,0,0,2,2,0,0,4,9,158,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,3688,14988,1416,2,7,2,1,1,13,1,435,1,0,0,0,2,2,0,0,2,37,136,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,376,13700,1974,2,4,6,1,1,6,1,102,1,0,0,0,2,0,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2447,4842,1416,2,7,4,3,1,8,2,102,1,0,0,1,2,3,2,1,13,37,30,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,3265,14594,385,2,4,6,1,1,12,1,365,1,0,0,0,2,2,0,0,7,9,158,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,4172,11832,1416,2,4,4,4,1,14,2,109,1,0,0,0,2,3,0,0,3,17,173,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,1890,12231,385,2,1,2,3,1,12,1,470,1,0,0,0,2,6,2,0,7,30,173,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1363,14202,1974,2,4,6,1,1,12,1,102,1,0,0,0,2,0,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,688,9151,1416,2,7,4,3,1,14,1,350,1,1,0,0,2,0,0,0,0,28,104,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4028,7638,81,2,1,5,3,1,14,1,337,3,0,0,2,10,19,3,1,18,16,20,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4762,15816,577,2,1,5,1,1,16,2,372,1,0,0,0,2,2,0,0,2,22,108,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1675,13209,598,3,1,5,3,1,4,2,137,2,0,0,2,4,2,2,2,2,50,45,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,686,16109,1974,2,4,6,7,1,14,1,535,1,0,0,0,2,0,0,0,0,5,127,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,5048,10376,577,2,7,2,3,1,9,1,99,1,0,0,0,2,2,1,0,4,5,127,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,515,14473,385,3,7,4,3,1,14,2,420,1,0,0,0,2,2,0,0,5,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,21,7830,163,2,1,2,1,1,12,1,102,2,0,0,0,2,1,0,0,1,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,6829,12651,454,2,4,6,1,1,6,1,144,1,0,0,0,2,2,0,0,2,17,34,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1675,320,580,2,7,8,5,1,6,2,102,1,0,0,1,2,1,1,0,1,37,30,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1688,5621,577,2,1,2,3,1,9,1,43,1,0,0,0,2,4,0,0,6,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,249,9814,1416,2,4,4,1,1,14,1,29,1,0,0,0,2,1,0,0,6,15,8,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,252,2448,81,2,7,2,3,1,14,2,29,1,0,0,0,2,7,0,0,34,15,8,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,790,14760,1416,2,4,6,1,1,14,1,94,1,0,0,2,2,4,0,0,16,37,136,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,5030,3607,1974,2,4,6,1,1,12,1,102,1,0,0,0,2,0,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,3557,4397,274,2,4,4,3,1,8,1,373,1,0,0,0,2,1,0,0,1,36,110,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,897,4439,81,2,4,6,3,1,12,1,102,1,0,0,0,2,1,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,7212,9824,1448,2,7,8,3,1,14,2,102,1,0,0,0,2,1,0,0,2,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1799,8823,1277,2,1,2,3,1,12,1,541,1,0,0,0,2,4,0,0,5,42,112,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,3543,3790,1638,2,4,6,1,1,12,1,484,3,0,0,0,2,1,0,0,3,9,157,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,2022,12584,1638,2,4,4,5,1,12,1,420,1,0,0,0,2,2,0,0,26,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1654,6748,1416,2,4,4,5,1,4,1,17,1,1,0,0,2,0,0,0,0,15,8,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,6703,14196,1329,2,4,4,5,1,12,1,357,1,0,0,0,2,2,0,0,2,45,112,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,990,16155,1974,2,4,4,7,1,12,1,102,1,0,0,0,2,0,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4438,9487,454,2,7,2,3,1,6,1,102,1,0,0,1,2,4,2,0,4,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4359,14753,1448,2,4,6,3,1,12,1,534,2,0,0,0,2,2,0,0,2,26,21,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,691,7409,1416,2,4,6,1,1,14,1,102,1,0,0,0,2,0,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,6724,14180,1306,2,4,4,4,1,14,1,192,1,0,1,0,2,0,0,0,1,47,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,5025,10820,385,2,7,4,4,1,12,1,335,2,0,0,0,4,2,0,0,2,56,102,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,252,572,81,2,4,6,1,1,14,1,102,1,0,0,0,2,4,0,0,7,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1513,2505,351,2,7,4,3,1,8,2,102,1,0,0,0,2,3,0,0,5,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2894,13700,577,3,1,8,3,1,9,1,145,1,0,0,0,2,1,0,0,1,10,49,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,5543,2143,577,2,4,6,3,1,9,1,307,1,0,0,0,2,3,0,0,73,26,21,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4935,7896,580,2,7,4,3,1,12,1,498,4,0,0,10,8,10,4,0,18,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,5597,1163,1277,2,4,6,4,1,12,1,43,3,0,0,0,2,1,0,0,5,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4476,14709,1277,2,7,8,1,1,12,1,498,1,0,0,2,2,3,0,0,6,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,5082,12371,1416,3,1,5,3,1,18,2,484,1,0,0,0,2,3,2,0,3,9,157,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,5152,5596,81,2,4,4,3,1,14,1,590,2,0,0,1,4,6,1,1,11,12,126,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,3282,974,385,2,1,4,3,1,12,1,102,1,0,0,0,2,2,0,0,2,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,12,1449,1598,2,4,6,6,1,12,2,102,1,0,0,0,2,1,0,0,1,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2482,7077,61,2,4,6,3,1,4,1,537,1,0,0,0,2,3,0,0,1,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,5984,2421,637,2,4,1,5,1,12,1,264,1,0,0,1,2,1,1,1,1,34,110,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,4758,4611,1416,2,7,8,3,1,16,1,150,1,1,0,0,2,0,0,0,0,27,52,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4476,14231,1277,2,4,6,3,1,12,1,498,1,0,0,0,2,1,1,0,1,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,2400,14380,743,2,4,1,3,1,8,2,102,1,0,0,0,2,2,0,0,2,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,7034,15878,1277,2,4,4,3,1,12,1,541,1,0,0,0,2,2,0,0,7,42,112,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2894,11043,577,2,4,6,6,1,9,2,99,1,0,0,0,2,0,0,0,0,5,127,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,4172,12121,81,3,1,5,3,1,14,1,484,1,0,0,1,2,5,1,0,7,9,157,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,790,7665,1638,2,4,6,3,1,14,2,109,1,0,0,1,2,3,2,1,1,17,173,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,6961,8777,1416,3,1,1,5,1,17,1,528,1,0,0,0,2,4,0,0,6,9,158,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1675,4679,277,2,7,2,1,1,9,1,128,1,0,0,0,2,3,1,0,5,9,90,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,788,7653,1416,2,4,4,3,1,14,2,369,2,0,0,0,4,1,0,0,8,49,106,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,114,10368,1974,2,1,8,3,1,12,1,102,1,0,0,1,2,1,1,1,1,37,30,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,1014,884,218,2,1,2,9,1,12,1,459,1,0,0,0,2,2,1,0,2,11,107,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,686,16109,1974,2,4,4,7,1,14,1,102,1,0,0,0,2,0,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,4152,2965,79,2,4,4,3,1,12,1,528,1,0,0,0,2,2,0,0,5,9,158,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4026,13217,1277,2,1,8,1,1,12,1,498,1,0,0,0,2,2,0,0,5,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4289,8129,385,2,1,2,3,1,4,2,109,1,0,0,1,2,6,0,0,6,17,173,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,7049,6909,580,2,4,6,1,1,6,1,365,1,0,0,0,2,2,0,0,3,9,158,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,3675,5211,743,3,1,4,4,1,12,1,102,1,0,0,0,2,2,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,6395,7057,577,2,1,4,4,1,9,2,350,1,0,0,0,5,3,0,0,7,28,104,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4743,14634,1416,2,4,4,1,1,16,1,102,1,0,0,0,2,0,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,114,16254,1974,2,4,4,1,1,12,1,102,1,0,0,0,2,0,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,2989,15767,577,2,4,6,4,1,9,2,481,1,0,0,1,2,2,0,0,3,9,90,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,958,7265,144,2,4,6,4,1,12,1,257,1,0,0,0,2,4,0,0,8,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,3675,16858,743,2,4,6,3,1,12,1,102,1,0,0,0,2,1,1,0,1,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,2987,7138,577,2,4,6,3,1,9,2,528,1,0,0,0,2,2,0,0,4,9,158,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,6397,16212,385,2,4,4,3,1,12,1,420,1,0,0,0,2,1,0,0,2,50,45,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,2613,14814,1416,2,4,6,3,1,14,2,109,1,0,0,0,2,1,0,0,1,17,173,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,1675,2392,580,2,4,4,4,1,3,2,248,2,0,0,0,4,2,0,0,4,50,73,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,117,11775,385,2,4,4,6,1,12,1,102,1,0,0,0,2,0,0,0,0,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,2753,4489,52,2,1,2,1,1,8,1,374,1,0,0,1,2,5,1,1,7,36,110,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,21,79,163,2,1,2,3,1,12,1,102,2,0,0,1,2,11,3,1,2,37,30,0,1,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,4077,15333,1429,3,4,6,1,1,12,1,27,1,0,0,0,2,3,0,0,3,53,195,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,682,14573,1638,2,1,2,3,1,14,1,102,1,0,0,0,2,1,1,1,1,37,30,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,4392,7009,1277,2,7,8,1,1,12,1,528,1,0,0,3,2,5,2,0,4,9,158,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,2556,7409,1416,2,4,6,4,1,14,1,194,1,0,1,0,2,0,0,0,0,9,157,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,894,9134,385,2,4,6,1,1,12,1,102,1,0,0,0,2,2,1,0,1,37,30,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,2727,10881,1447,2,4,6,3,1,8,1,43,1,1,0,0,2,0,0,0,0,54,161,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
